Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
70,Love In The Air (Không Khí Tình Yêu),Phim bộ,88200,9.8,T18,2022,13,Thái Lan,"LGBT, Lãng Mạn, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Neti Suwanjinda,"Boss Chaikamon sermsongwittaya, Noeul Nuttarat Tangwai, Fort Thitipong Sangngey, Peat Wasuthorn Chaijindar",1
71,Cặp Đôi Vượt Thời Gian,Phim bộ,5400,9.5,T13,2017,12,Hàn Quốc,"Lãng Mạn, Tình Tiết",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,He Bing Xun,"Sun Hao Jun, Anglenala, Lin Zhi Kui, Han Bao Lin",-1
72,Thẩm Phán Ác Ma,Phim bộ,31100,9.7,T16,2021,16,Hàn Quốc,Bí Ẩn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Choi Jung Kyu,"Ji Sung, Park Jin-young, Park Gyu-young, Kim Min-jeong",1
73,Mĩ Nhân Vi Hãm,Phim bộ,1500,9.3,T16,2016,36,Trung Quốc,"Bí Ẩn, Tội Phạm, Phiêu Lưu, Tình Tiết, Hình Sự, Thành Thị",0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,"Tat Chiu Lee, George Leung","Yang Rong, Bạch Vũ, He Feng Tian, Wang Yu, EVAN, Mễ Nhiệt, Cindy, Zhang Yi Jie, Nan Fu Long, Thích Tích",-1
74,Làm Trái Tim Em Mỉm Cười,Phim bộ,76800,9.0,T13,2021,24,Trung Quốc,"Lãng Mạn, Thanh Xuân, Học Đường",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Xi Dao,"La Chính, Quý Mỹ Hàm, Trần Hạc Nhất , Li Sha Min Zi, Wen Yuan, Thường Hoa Sâm",0
75,Nhiệt Huyết Bóng Rổ,Phim bộ,2000,8.9,P,2018,36,Trung Quốc,"Lãng Mạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gary sing,"Thomas Tong, Hình Phi, Nie Zi Hao, Tu Bing, Cao Yu Chen, Zhao Luo Ran, Li Wen Han, Wang Yan Yang, Dương Nghiệp Minh, Ping Hao, Zhang Zhi Zhong, ChenXuanming, Đồng Dĩ Huyên, Zhou Yi Xuan, Daniel, Li Shi Peng",-1
76,Bộ Bộ Kinh Tâm,Phim bộ,2600,9.4,T13,2011,35,Trung Quốc,"Lãng Mạn, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Li Guo Li,"Lưu Thi Thi, Ngô Kỳ Long, Kevin Cheng, Justin Yuan, Lâm Canh Tân, Damian,Sung Ren Liu, Lưu Tâm Du, Hàn Đống, Ye Zuxin, Yoyo Liu,Angel Liu, Shi Xiao Qun, Quách Hiểu Đình, Jenny, Diệp Thanh, Chunrong Dai, Zhang Lei, RayMa, Monica, Chai Wei, Xinyue Cao, Mingtong Kang, Zheng Kai",-1
77,Tiểu Thư Xuân Gia Là Tụng Sư,Phim bộ,2100,9.5,T13,2023,20,Trung Quốc,"Lãng Mạn, Tình Tiết, Cổ Trang, Cổ Đại",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Zhang Rui,"Zhuang Dafei, Hoàng Tuấn Tiệp, Zhixin Fan, Chu Lâm Vũ, Qin Tian （ Yan Yuan",-1
78,Lưu Kim Tuế Nguyệt,Phim bộ,2400,9.4,T13,2020,38,Trung Quốc,"Lãng Mạn, Thành Thị, Tình Bạn, Tiểu Thuyết Chuyển Thể",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Shen Yan,"Chendaoming, Đổng Tử Kiện, Lưu Thi Thi, Nghê Ni, Tian Yu, Dương Hữu Ninh",-1
79,【Thuyết Minh】Trường Phong Độ,Phim bộ,5000,9.9,T13,2024,40,Trung Quốc,"Lãng Mạn, Phim Hài, Tình Yêu Ngọt Ngào, Cổ Trang, Hôn Nhân",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Yin Tao,"Bạch Kính Đình, Tống Dật, Lưu Học Nghĩa, Trương Hạo Duy, Trương Hàng Duệ, Triệu Tử Kỳ",-1
80,Dẫn Độ Linh Hồn,Phim bộ,1600,9.2,T16,2014,20,Trung Quốc,"Bí Ẩn, Kinh Dị, Phiêu Lưu, Lãng Mạn, Viễn Tưởng, Kinh Dị",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Ju Xing Mao,"Liu Zhi Yang, Yu Yi, Yin Xiao, Liang Ye Wen, Ranjun Jr., Aro Yang, sunny, Chen Chean,Chean Chen, Crystal, Man Yi",-1
81,Người Vợ Nguy Hiểm Của Tôi,Phim bộ,3300,9.2,T18,2020,16,Hàn Quốc,"Bí Ẩn, Kinh Dị, Tình Tiết, Hôn Nhân",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Lee Chang-min,"Won-young Cho, Kim Jung Eun, Cui You Hua",-1
82,Bạn Gái Tôi Là Hồ Ly Chín Đuôi,Phim bộ,3200,9.4,T13,2010,16,Hàn Quốc,"Lãng Mạn, Phim Hài",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fu Cheng Zhe,"Seung gi Lee, Shin Min Ah, Park Soojin, Park Hyo Min, Hee-bong Byeon,Byun Hee-bong, Yu-seon Yun, Sung Dong-il , HongKiLee, Park Shin Hye",-1
83,Diên Hy Công Lược,Phim bộ,9800,9.5,T13,2018,70,Trung Quốc,"Tình Tiết, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"Hui Kai Dong, De-Guang Wen","Tần Lam, Nhiếp Viễn, Xa Thi Mạn, Ngô Cẩn Ngôn, Hứa Khải, Đàm Trác, Tô Thanh, Vương Viện Khả, Trương Gia Nghê, Vương Quan Dật , Hồng Nghiêu, Vương Mậu Lôi, Lý Xuân Ái, Khương Tử Tân, Sookie Pan, Anna, Lý Nhược Ninh, Song Chun Li, Đặng Sa, ShumeiLian",-1
84,Khu Vườn Bí Mật,Phim bộ,2100,9.3,T13,2010,20,Hàn Quốc,"Lãng Mạn, Thành Thị",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woo-chul Shin,"Hyun Bin, Ha Ji Won, Yoon Sang Hyun, Kim Sa Rang, Yoo In-Na, Philip Lee, Lee Jong Suk, Jin Ci Yu",-1
85,Thư Viện Thông Thiên,Phim bộ,16300,8.7,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Bạn, Tình Yêu Ngọt Ngào, Học Đường, Cổ Trang",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,Wu Jun Xian,"MUBO,Han Mu Bo, ROI,Qin Fen, Châu Ngạn Thần, Xu Hao, Yu Nai Jia",0
86,Hạ Tiên Sinh Lưu Luyến Không Quên,Phim bộ,262900,9.5,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Tổng Tài Bá Đạo, Thương Trường, Tình Yêu Ngọt Ngào",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Li Yu Lei,"Ngụy Triết Minh, Hồ Ý Hoàn, Tôn Tư Trình, Chiêm Tử Đông",1
87,【Thuyết Minh】Quy Lộ,Phim bộ,3000,9.5,T13,2023,30,Trung Quốc,"Lãng Mạn, Thành Thị, Hôn Nhân, Tiểu Thuyết Chuyển Thể",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Yu Cui Hua,"BoranJing, Đàm Tùng Vận, lison, Trương Bách Gia, Vương Hạo (diễn viên hài), Qiaoer Zhang, Liang Tian, Wu Yu Fang, Baoliang Sha, Enshuo Zhang, Xu Rong Zhen, Ning Song, Karina, Lý Mặc Chi, Zheng Jia Bin, Quách Tiếu Thiên, Liu Lu, Cung Nghị Tinh, Xue Yu Bin",-1
88,Ký Ức Độc Quyền,Phim bộ,5200,9.1,T13,2019,24,Trung Quốc,"Thanh Xuân, Tiểu Thuyết Chuyển Thể",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Liu Chang,"Juck Zhang, Li Ting Ting, Chen Bo Hao, Sun Jia Ling, Li Jiu Xiao, Zhang Zhang, Deng Yu Li, Lý Hoan, Fang Wen Qiang, Nate",-1
89,Bí mật của bạn học,Phim bộ,2500,9.0,P,2018,24,Trung Quốc,"Khoa Học Viễn Tưởng, Thanh Xuân",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Si Wei Wei, Jiang Xiao Xiao","Lý Canh Hy, Zhu Zhi Ling, LiangBaoling, Chang Long",-1
90,Mộ Nam Chi,Phim bộ,20100,9.5,T13,2021,40,Trung Quốc,"Lãng Mạn, Thanh Xuân, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Zhi Lei,"Cúc Tịnh Y, Tăng Thuấn Hy, Marius, Vương Dịch Đình, Lý Quân Nhuệ",1
91,Huyền Thoại Biển Xanh,Phim bộ,27100,9.5,T13,2016,20,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Tình Yêu Ngọt Ngào",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyuk Jin,"Gianna Jun, Lee Min Ho, Lee Hee-jun , Hye-Sun Shin",1
92,Thiên Tài Cơ Bản Pháp,Phim bộ,5700,9.6,T13,2022,34,Trung Quốc,"Thanh Xuân, Gia Đình, Tiểu Thuyết Chuyển Thể",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Shen Yan,"Lôi Gia Âm, Wendy Zhang, Trương Tân Thành",-1
93,Pit Babe The Series,Phim bộ,21800,9.8,T18,2023,13,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Viễn Tưởng, Tổng Tài Bá Đạo, Tình Bạn",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Nopachai Chaiyanam,"Naret Promphaopun (Pavel),Pavel Naret Promphaopun, Krittin Kitjaruwannakul (Pooh), Supanut Lourhaphanich (Nut), Hemmawich Kwanamphaiphan (Sailub), Thanapon Aiemkumchai (Pon), Obrnithi Leelavetchbutr (Ping), Natthapong Pathong (Benz), Pantach Kankham (Garfield), Kiettisak Vatanavitsakul (Michael), Supakorn Saokhor (Topten), Pataraphol Wanlopsiri (Pop), Asre Wattanayakul (Lee)",1
94,Thiếu Nữ Tinh Nghịch,Phim bộ,7300,8.9,T13,2020,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Thanh Xuân, Cổ Đại",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jason,"Tôn Tổ Quân, Kim Văn Hân, Phan Hiểu Đông, Hou Dong, Wang Zi Tong, Trương Lam Nghệ, Zhu Han, Zhang Xin Lei, Shi Chao",-1
95,Mật Danh K2,Phim bộ,38600,9.4,T13,2016,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guo Zheng Huan,"Ji Chang Wook, Lim YoonA,Yoona, Song Yun-ah, Jo Sung-ha",1
96,Khi Mây Đen Gặp Trăng Sáng,Phim bộ,1400,9.4,T16,2022,30,Trung Quốc,"Bí Ẩn, Lãng Mạn, Tình Tiết, Viễn Tưởng, Thành Thị",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cai Cong, Vũ Trung Trung","Lý Nhất Đồng, Kim Jin, Tăng Khả Ny, Zirui Wang, Fan Jin Wei, Lư Dục Hiểu, Yuanyuan Zhao, Wu Ya Heng",-1
97,City Of Star: Thành Phố Thịnh Vượng,Phim bộ,4700,9.7,T18,2024,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Thanh Xuân",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Puwadon Naosopa,"Kimmon Warodom Khemmonta, Kimmon Warodom Khemmonta, Job Krisz Ahandrik, Porsche Sitha Kanchana-alongkorn, Kwanlada Rungrojampa, Kristkul Chumkaew, Prympisa Jaruruangpong, Bank Thanathip Srithongsuk, Pataravadee Thitivoodtikul, JJ Rathasat butwong, Nichanat Setasawatpong",-1
98,Câu Chuyện Của Thời Gian,Phim bộ,38000,9.5,T13,2022,36,Trung Quốc,"Lãng Mạn, Tình Bạn, Thanh Xuân, Gia Đình",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Li Tian,"Jelly Lin, Cao Chí Đình, Ge Zheng, He Peng, Liu Yu Feng, Lý Nhược Ninh, Li Hong Tao, Wang Hai Yan, Bao Da Zhi, Zhang Tao",1
99,Tuyên Vũ Môn,Phim bộ,8000,9.2,T13,2024,41,Trung Quốc,Tình Tiết,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wang Xiao Kang,"Nhiệm Trọng, Đồng Lôi, Vương Tự Kiện, Mica, Triệu Nghị, Yu Bin, Li Jin Rong, Si Qin Gao Wa, Zhang,Feng yi, Li Cheng Ru",-1
100,Chung Cực Bút Ký,Phim bộ,25300,9.4,T16,2020,37,Trung Quốc,"Phiêu Lưu, Viễn Tưởng, Thanh Xuân, Tiểu Thuyết Chuyển Thể",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"Zou Xi, Ma Xiao Gang, Lizhou Wei,David Wai","Tăng Thuấn Hy, Tiêu Vũ Lương, Lưu Vũ Ninh, liuyuhan",1
101,Người đàn ông kì quái trong nhà,Phim bộ,1300,8.6,T13,2017,12,Trung Quốc,"Viễn Tưởng, Phim Hài, Thành Thị",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Li Jin Lun,"Fan Shi Qi, Huang Can Can, Xu Feng, Mu Le En, Liu Shuang, Li Guo, Liu Yu Hang",-1
102,Truyền thuyết thành phố,Phim bộ,1000,8.1,P,2017,12,Trung Quốc,"Khoa Học Viễn Tưởng, Tình Tiết, Viễn Tưởng, Thành Thị",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Wei Lian,Mo Zhi Han,-1
103,Trại Chủ Nại Hà Không Dễ Làm,Phim bộ,65000,9.0,T13,2023,15,Trung Quốc,"Phim Hài, Cổ Trang, Cổ Đại",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Lan Chao,"Wang Xuan, Cao Sai Ya",0
104,Cô Nàng Cử Tạ Kim Bok Joo,Phim bộ,37600,9.5,T13,2016,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thanh Xuân, Học Đường",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Wu Xian Zhong,"Sung-Kyung Lee , Nam Joo Hyuk, 경수진/Kyong Soo Jin",1
105,Days with Ambition and Pride,Phim bộ,1000,9.3,T13,2023,45,Trung Quốc,"Tình Tiết, Chiến Tranh",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zhou You Zhao,"Wang Lei, Mabel Yuan, Cao Yun Jin, Guo Jing Lin, Sun Shuang, Jill Hsu",-1
106,Rampas Cintaku S2,Phim bộ,1300,9.5,T18,2024,12,other,"Lãng Mạn, Tình Tiết, Hôn Nhân",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ejump Mohd,"Fasha Sandha, Ady Mohammad, Afieq Shazwan, Keith Foo, Puteri Balqis, Lorenzo Irman, Zamarul Hisham, Erra Fazira, Zarynn Min, Alya Iman, Aniq Iffat, Mohamed Ezaidi, Aaliyah Natasha, Zarul Husin, Ady Mohammad",-1
107,Thợ Săn Tâm Trạch,Phim bộ,9700,9.2,T16,2020,36,Trung Quốc,"Bí Ẩn, Viễn Tưởng, Tiểu Thuyết Chuyển Thể",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Li Ze Lu,"Hầu Minh Hạo, Lưu Đông Thấm, Chúc Tự Đan",-1
108,"Two Worlds: Hai Thế Giới, Một Trái Tim",Phim bộ,2000,9.8,T18,2023,10,Thái Lan,"LGBT, Lãng Mạn, Viễn Tưởng, Tình Bạn",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"Varayu Rukskul, Tissanu Teeyanardtanancha","Max Kornthas Rujeerattanavorapan, Nat Natasit Uareksit, Thanawat Kaewbamrung, Pak Varayu Phusomjitsakul, Taechin Phaisanwan",-1
109,Vì Tình Yêu Nên Hạnh Phúc 2,Phim bộ,5000,8.7,P,2016,34,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Gia Đình",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Liu Chun-Chieh,"WilliamChan, Tina Tang, Xu Ran, Mify, Ngụy Đại Huân, Eliza Liang, Lee Tae, Joyce, La Vân Hi, Lisa Chan, Wu Jing, Liu Li Wei, Rong Rong, Cai Gang, Fan Chun Xia",-1
110,Rampas Cintaku,Phim bộ,3300,9.5,T18,2022,14,other,"Lãng Mạn, Tình Tiết, Hôn Nhân",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ejump Mohd,"Fasha Sandha, Afieq Shazwan, Zarul Husin, Erynn Abdullah, Zarynn Min, Puteri Balqis, Aidil Aziz, Datin Fadhilah Mansor, Ady Mohammad, Ady Mohammad",-1
111,Quyến Luyến Lúm Đồng Tiền,Phim bộ,16800,8.7,T13,2021,24,Trung Quốc,"Lãng Mạn, Phim Hài, Tổng Tài Bá Đạo, Thành Thị, Tình Bạn, Thanh Xuân",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Li Mei,"Trần Ý Hàm, Từ Khải Hâm, Dương Sĩ Trạch, Lý Gia Hào, Wang Zhi Yi, Wan Zi Lin, kiki",0
112,Trường An Như Cố,Phim bộ,92000,9.7,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,Guo Hu,"Nhậm Gia Luân, Bạch Lộc, Vương Tinh Việt , Li Yi Ru",1
113,Ngầm chiến,Phim bộ,4000,9.2,T16,2018,30,Trung Quốc,"Bí Ẩn, Hình Sự",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Xing Jian Jun, Li Xin Bo","Stephy Tang,Lai-Yun Tang, Sun Peng Bin, Qi Feng, Du Zhi Guo, Qian Yong Fu",-1
114,Cháy,Phim bộ,40000,9.0,T16,2020,51,Trung Quốc,"Tội Phạm, Bí Ẩn, Hình Sự, Thành Thị",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Chen Yu Xin,"Jing Chao, Karlina Zhang, Xi Mei Juan, Tan Kai, Lingzi Fan,Vann Pancake, Zhang Jun Ming, Zhang Zhi Jian, Vivan Wu, Lưu Mẫn Đào, Feng Lei",0
115,Phá án 2,Phim bộ,69000,9.3,T16,2022,24,Trung Quốc,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Yang Dong Liang,"Dong Xuan, Cốc Gia Thành, Su Xiao Ding, Lv Yan Bei, Hàn Đống, Muxi Zhang, Hà Hoa, Guan Yue",1
116,KinnPorsche The Series (Thiếu Gia Xã Hội Đen Yêu Tôi),Phim bộ,216700,9.8,T18,2022,14,Thái Lan,"Tội Phạm, LGBT, Lãng Mạn, Hành Động, Thanh Xuân",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"Kongkiat Komesiri, Pond Krisda Witthayakhajorndet, Pepsi BANCHORN VORASATAREE","Mile Phakphum Romsaithong, Apo Nattawin Wattanagitiphat, Bible Wichapas Sumettikul, Build Jakapan Puttha, Jeff Satur, Barcode Trinnasit Isarapongporn, Ta Nannakun Pakapatpornpob, Bas Asavapatr Ponpiboon, Tong Thanayut Thakoon-auttaya, Nodt Nutthasid Panyangarm, Us Nititorn Akkarachotsopon, Job Yosatorn Konglikit, JJ Chalach Tantijibul, Ping Touchchavit Kulkrachang, Perth Nakhun Screaigh, Pong Pongsakorn Ponsantigul",1
117,Siêu Cận Vệ Của Hoa Khôi 4,Phim bộ,51000,8.9,P,2016,12,Trung Quốc,"Viễn Tưởng, Thành Thị, Thanh Xuân, Tiểu Thuyết Chuyển Thể",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Hsiu-cheng Chang,"Chung Lin, Hoàng Nhất Lâm, Wang Zi Yun, Tiara Huang, Xiong Yu Ting, Xindy, Cherry , Zhang Yi Cong, Chai Hao Wei, Lục Di Tuyền, Auyo Xiang",0
118,Thức Tỉnh,Phim bộ,31000,9.3,T16,2022,24,Trung Quốc,"Tội Phạm, Bí Ẩn, Hình Sự",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Sun Xun,"Sun Xun, MengLi,Meng Li, Zhang Dan Feng, Zhao Xun, Du Yuan, Văn Sinh, Zhao Zhi Yao, Zhang Jin, Ning Xiao Zhi, Xia Hou Bin",1
119,【Thuyết Minh】Trần Duyên,Phim bộ,1000,9.6,T13,2023,36,Trung Quốc,"Phiêu Lưu, Lãng Mạn, Tình Tiết, Viễn Tưởng, Hư Cấu, Tình Bạn",1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,Trịnh Vĩ Văn,"Angelababy, RayMa, xuanlu, Marius, Cheng Yumiko, Wang Rui Zi, Qiao Ding",-1
120,Truy tìm hung thủ (Kì 1),Phim bộ,6000,8.9,T16,2018,12,Trung Quốc,"Tội Phạm, Bí Ẩn, Hình Sự",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Yang Ming,"Ma Jing, Wang Zi Quan, Vương Kính Tùng, Chen Hao Wen, Wang Xiao, Li Bo Yi, Hou Tianlai",-1
121,Vô Chủ Chi Thành,Phim bộ,50000,9.2,T16,2019,24,Trung Quốc,"Bí Ẩn, Phiêu Lưu, Kinh Dị",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Zhao Tian Yu,"Du Chun, Lưu Dịch Quân, Hứa Linh Nguyệt, Dai Xu, Ninh Lý, Trần Vũ Tư, Mao Yi, Wei Lu, Xinning Zhang",1
122,Thanh Xuân Sáng Thế Kỷ,Phim bộ,26300,9.1,T13,2020,47,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Chen Fei Hong,"Hoàng Cảnh Du, Ngô Cẩn Ngôn",1
123,【Thuyết minh】Trường An Như Cố,Phim bộ,6200,9.7,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,Guo Hu,"Nhậm Gia Luân, Bạch Lộc",-1
124,Ngày Mai Cũng Muốn Gặp Anh,Phim bộ,12300,9.6,T13,2022,12,Trung Quốc,"Lãng Mạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,liumao,"Bunny Zhang, Kangle Zhang, Xie Xing Yang, Lư Dục Hiểu",0
126,Ải Mỹ Nhân 2,Phim bộ,1600,9.0,T16,2016,12,Trung Quốc,"Tội Phạm, Bí Ẩn, Lãng Mạn, Tình Tiết, Thanh Xuân",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"George Leung, Tat Chiu Lee","Yang Rong, Bạch Vũ, He Feng Tian, Wang Yu, Nan Fu Long, Tom Price,Tom Bai, Mễ Nhiệt, Cindy, Thích Tích, Zhang Yi Jie, Chu Jun Chen, Muchen Tian, Yiqin Zhao, Nhậm Gia Luân",-1
127,Cô Gái Nhìn Thấy Mùi Hương,Phim bộ,32600,9.0,T13,2019,25,Trung Quốc,"Lãng Mạn, Viễn Tưởng, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,LinYi,"Cung Tuấn, Ireine Song",0
128,Thư Ký Kim Sao Thế?,Phim bộ,50200,9.5,T13,2018,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Piao Jun Hua,"Park Seo Jun , Park Min Young, Lee Tae Hwan, Jiang Qi Yong",1
129,Song Yểu Ký,Phim bộ,6000,9.1,T18,2020,13,Trung Quốc,"Bí Ẩn, Cổ Trang, Cổ Đại",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Dong Cai Yu,"Li Jia Ming, Văn Sinh, Yu Nai Jia, Meng Zi Di, Wu Xin Zun",-1
130,Butterfly Shadow,Phim bộ,21000,9.4,T16,2023,40,Trung Quốc,"Gián Điệp, Chiến Tranh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wang Li Xing,"Feng Yue, Ngụy Đại Huân, He Ziming, Trương Thần Quang, VICTOR HUANG, Trương Hàng Duệ, Yuanyuan Zhao, Li Zhuo Lin, Wu Cheng Xuan",1
131,Kết Hôn Rồi Bắt Đầu Yêu,Phim bộ,75000,9.5,T13,2020,35,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào, Hôn Nhân",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Xu Chi,Xu Chi Dao Yan","Châu Vũ Đồng, Cung Tuấn, Jin Ze, Wu Man Si",1
132,Thách Đấu,Phim bộ,40000,9.2,T16,2022,24,Trung Quốc,Tội Phạm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zhou Lin Hao,"Âu Hào, Vương Cảnh Xuân, Lữ Hiểu Lâm, Triệu Dương, Đinh Dũng Đại, Xing Han Qing, Li Hong Chen, Wang Yi Zhe, Zhao Lei Qi, Liu Jun Qi",1
133,Dinosaur Love: Tình Yêu Khủng Long,Phim bộ,8800,9.4,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Tonnam Piamchon Damrongsunthornchai, ZaanookJukkroww Nipitpon Muangsinun","Pepper Pongpat Unhapipatpong, Kakong Montree Pattarachitphinyo, Aomstin Thakrit Patthanaworakit, Mos Kitrawee Jiangthanaroj, Boss SUTTHIPAT THAUNTHONG",-1
134,Chuyện Tình Bác Sĩ,Phim bộ,22300,9.4,T13,2016,20,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oh Choong-hwan,"Kim Rae Won , Sung-Kyung Lee , Park Shin Hye, Yeong-ae Kim, Han Bao Bei",1
