Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
1157,Thiên Sư Trừ Tà,Phim lẻ,82000,9.4,T16,2022,86,Trung Quốc,"Hư Cấu, Hành Động, Siêu Nhiên",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dong Wei,"Tiền Tiểu Hào, Yu Xiao Bin, Chen Ye Ling, Gao Wei Wan",1
1158,Hữu Nhân Sổ: Kết Duyên Với Utsusemi,Phim lẻ,1900,9.6,T13,2018,104,Nhật Bản,"Hoạt Hình, Tình Tiết, Viễn Tưởng, Tình Bạn",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Da Sen Gui Hong,"Kamiya Hiroshi, Inoue Kazuhiko, Gao Liang Jian Wu, Kobayashi Sanae, Fujimura Ayumi",-1
1159,Hồ Ly Điện Hạ Yêu Rồi,Phim lẻ,5500,8.7,T13,2019,82,Trung Quốc,"Lãng Mạng, Viễn Tưởng, Thanh Xuân, Siêu Nhiên",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chen Wei Qin,"Pan Zi Jian, Zhizhou He",-1
1160,Mật Vụ Kingsman,Phim lẻ,2100,9.5,T13,2020,105,Hàn Quốc,"Hành Động, Phim Hài, Chủ Đề Thực Tế",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Won-sub Choi,"Sang-Woo Kwone, 정준호,Jun-ho Jeong, Woo Seul Hye Hwang, Yi-Kyeong Lee, Ji-won Lee, Seong-tae Heo",-1
1161,Cửu Châu Thanh Hạnh Kỉ,Phim lẻ,44000,8.9,T13,2022,85,Trung Quốc,"Hư Cấu, Phim Hài, Cổ Trang",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,John Tao,"A Tín, Shi Xue Jing",0
1162,Kẻ Xâm Nhập,Phim lẻ,2800,9.2,T13,2020,102,Hàn Quốc,"Bí Ẩn, Kinh Dị, Gia Đình",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Won-pyung Sohn,"Song Ji Hyo, Kim Mu-yeol, Su-jeong Ye, Jun-seok Heo, Hae-woon Lee, Lee Je-yeon, Cui Shang Xun, Xu Xian Yu",-1
1163,Trương Tam Phong,Phim lẻ,2200,9.2,T13,2022,90,Trung Quốc,"Võ Thuật, Hành Động, Cổ Trang",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"Lin Zhen Zhao, Cheng Si Yi","Wu Yue, Ada Liu, Zhang Ming Can",-1
1164,Vô Gian Đạo,Phim lẻ,17000,9.4,T13,2002,100,other,"Bí Ẩn, Tội Phạm, Hành Động, Hình Sự, Kinh Dị, Xã Hội Đen",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,"Wai Keung Lau, Alan Mak Siu Fai / Mak Siu Fai / Siu Fai Mak","Andy Lau, Tony Chiu-Wai Leung, Shawn Yue,Lok Lok, Edison Chen, Eric Tsang, Chen Wai Lam， Kelly, Elva Hsiao, Lâm Gia Đống",1
1165,Hổ Môn Tiêu Yên,Phim lẻ,60000,9.6,T13,2021,90,Trung Quốc,"Hành Động, Cổ Trang, Chủ Đề Thực Tế",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Zhang Zhe,"Miu Tse, Yao Lu, Zhang Zi Shan, Zhang Hao Sen, NanSiKai, Liu Feng Chao, Yicheng Qu",1
1166,Tình Yêu Bí Mật,Phim lẻ,96000,7.5,T18,2015,79,Trung Quốc,"Lãng Mạng, Tình Tiết, Chủ Đề Thực Tế",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wang Ying Jie,"Chu Yi, Xu Wei, Chen Kai Rui",-1
1167,"52Hz, Anh Yêu Em",Phim lẻ,1000,9.0,T13,2017,109,other,"Lãng Mạng, Phim Hài",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Wei De Sheng,"Ball, Lin Zhong Yu, Suming Rupi, Trương Dung Dung",-1
1168,Diệp Vấn 1,Phim lẻ,1400,9.4,T13,2008,106,Trung Quốc,"Hồng Kông, Võ Thuật, Hành Động, Tình Tiết, Võ hiệp, Chủ Đề Thực Tế",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Wilson Yip Wai Shun,"Chân Tử Đan, Hùng Đại Lâm, Phàn Thiếu Hoàng, Lâm Gia Đống, Hiroyuki Ikeuchi, Chen Zhi Hui, Shi Yan Neng, You-Nam Wong, Du Yu Hang",-1
1169,Chiến Phong Đối Quyết,Phim lẻ,1000,8.9,T16,2024,90,Trung Quốc,"Tội Phạm, Hành Động",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Sun De Li,"Collin Chou, Zhang Lu Yao, Yan Jie, Zhang Lu Yao",-1
1170,Trùm Hương Cảng 2: Long Tranh Hổ Đấu,Phim lẻ,11000,9.2,T13,2023,312,Trung Quốc,"Tình Tiết, Võ hiệp",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jiang Guo Min,"Jordan Chan, Vincent Wong",0
1171,Đao Phủ: Quái Đàm,Phim lẻ,18000,9.2,T13,2022,80,Trung Quốc,"Bí Ẩn, Hành Động, Viễn Tưởng, Kinh Dị, Cổ Trang, Trả Thù",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,Zhao Cong,"Wang Jiu Sheng, Cao Xi Yue, Li Tian Yu, Alan, Lin Feng Ye, Jin Song, Apollo, Emily, Billy Lau,Lau Nam Kwong, Gabriel Wong, Hong Xuan",1
1172,Evil King Reborn,Phim lẻ,2000,6.8,T16,2017,83,Trung Quốc,"Hành Động, Viễn Tưởng, Võ hiệp",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Xue Shao,He Jia Wei,-1
1173,Set Up,Phim lẻ,7000,8.4,T16,2005,94,Trung Quốc,"Hồng Kông, Kinh Dị",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Siu Hung Cheung/Billy, WangJing","Christy Chung, Roy Cheung, Winnie Leung, Tony Wah-chiu Ho, Michael Tse,Tin-Wah Tse",-1
1174,Kẻ Sát Nhân,Phim lẻ,2000,8.2,T16,2009,115,Trung Quốc,"Hồng Kông, Bí Ẩn, Tội Phạm, Tình Tiết, Kinh Dị, Chủ Đề Thực Tế",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,"Roy Chow Hin-Yeung,Roy Chow","Aaron Kwok,Sing Sing (昵称) / Fu Shing Kwok (本名), Trương Quân Ninh, Coleman, Josie, Trương Triệu Huy, Chen Guan Tai",-1
1175,Phát Khâu Thiên Quan: Di Tích Côn Lôn,Phim lẻ,92000,9.2,T16,2022,80,Trung Quốc,"Hành Động, Kinh Dị, Phiêu Lưu, Siêu Nhiên",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Hai Tao,"Pei Zi Tian, An Wei Ling, Michael Tong, Waise Lee, WangTing, ShengKai Zhou, Yang Ming",1
1176,Hoắc Gia Quyền Mỹ Nữ Tay Sắt 3,Phim lẻ,18000,9.1,T13,2022,88,Trung Quốc,"Lãng Mạng, Hành Động, Phim Hài, Xã Hội Đen, Võ hiệp",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,lemi,"Li Meng Meng, Ma Mu Xuan, Xie Ning, Mã Đông Chấn",1
1177,Nỗi Ô Nhục Họ Cho,Phim lẻ,1500,8.9,T18,2003,124,Hàn Quốc,"Lãng Mạng, Tình Tiết, Hôn Nhân",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Je-yong Lee,"Bae Yong Jun, Jeon Do-yeon, Mi-suk Lee, 赵显宰",-1
1178,Chuyện tình của thực tập sinh,Phim lẻ,1000,8.1,T16,2017,76,Trung Quốc,"Lãng Mạng, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Li Ya Qi,"Yang Jing Yu, Xie Yi Qing, Wang ruixue",-1
1179,Tam Tuyến Luân Hồi,Phim lẻ,65000,9.5,T13,2023,110,Trung Quốc,"Bí Ẩn, Lãng Mạng, Tình Tiết, Phiêu Lưu, Thanh Xuân",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Channel Choi,"Khương Bội Dao, Xu Tao, Zhang Ya Qi, Liang Guo Rong, Xie Ming Yu",1
1180,Mục Trung Vô Nhân,Phim lẻ,2400,9.7,T13,2022,73,Trung Quốc,"Võ Thuật, Tội Phạm, Hành Động, Cổ Trang, Trả Thù",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Yang Bing Jia,"Miu Tse, Gao Wei Wan, Xiang Hao, Liu Ben, Zhang Di",-1
1181,Chàng Vệ Sĩ Của Tôi,Phim lẻ,9000,8.1,T13,2022,82,Trung Quốc,"Lãng Mạng, Hành Động, Trả Thù",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Xu An,"Raquel, Terence Yin",-1
1182,Đối Đầu,Phim lẻ,7000,9.0,T13,2015,118,Trung Quốc,"Bí Ẩn, Tội Phạm, Hành Động, Hình Sự, Tình Tiết, Xã Hội Đen",0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,"Lok Man Leung, Lu Jian Qing","Jacky Cheung, Nick Cheung, Chen Chang, Shawn Yue,Lok Lok, Janice Man, Xueqi Wang, Ji Jin Hee, Choi Siwon, Josephine Koo, Joyce, Tracy Chu",-1
1183,Thanh Gươm Diệt Quỷ: Núi nhện Nada,Phim lẻ,3100,9.4,T16,2020,138,Nhật Bản,"Hành Động, Tình Tiết, Viễn Tưởng, Phiêu Lưu, Gia Đình, Trả Thù",0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,Wu Qia Hu Shi Qing,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka",-1
1184,Dragon Lord,Phim lẻ,9000,8.9,K,1982,103,Trung Quốc,"Hồng Kông, Hành Động, Phim Hài, Tình Tiết, Võ hiệp",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Thành Long,"Thành Long, Corey Yuen, Hark-On Fung, Michael Wai-Man Chan, Zheng Kang Ye, Hoi Mang,Harrison,Meng Hoi,Man Hei, Mars,Wing-Fat Cheung, Feng Tien, In-Sik Whang, Yeong-mun Kwon, Lei Suet, Feng Feng",-1
1185,Kiếm Võng Chi Tứ Hải Lưu Vân,Phim lẻ,1500,8.8,T13,2017,62,Trung Quốc,"Võ Thuật, Hành Động, Tình Tiết, Viễn Tưởng, Cổ Trang, Siêu Nhiên",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Zoe Qin,"Chen Si Yu, Ma Rui, Nate, Huang Tian Qi",-1
1186,Truyền Thuyết Về Ác Nhân,Phim lẻ,7500,9.6,T18,2019,110,Hàn Quốc,"Tội Phạm, Hành Động, Tình Tiết, Xã Hội Đen",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Won-Tae Lee,"Ma Dong Xi, Kim Mu-yeol, Liu Cheng Mu, Cui Min Zhe, Kim Sung Kyu, Kim Yoon-seong, Oh Hee Jun, Ji-soo Yang, Yoo Jae-Myeong",-1
1187,Đội tự vệ trạch nam,Phim lẻ,1000,7.4,T16,2016,98,Trung Quốc,"Bí Ẩn, Khoa Học Viễn Tưởng, Hành Động, Phim Hài, Tình Tiết, Viễn Tưởng",0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Yin Yue,"Louis, Xu He Yuan, An Yong Chang, Zheng Li Yu",-1
1188,Thần Bài: Jack Một Mắt,Phim lẻ,80000,9.2,T16,2019,132,Hàn Quốc,"Hành Động, Tình Tiết",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quan Wu Guang,"Park Jeong Min, Liu Sheng Fan, Cui You Hua, 윤제문 （Yoon Jae-Moon、Je-mun Yun）, Lee Kwang Soo, Lin Zhi Yan, Quan Hai Xiao",1
1189,Họa Tâm: Song Sinh Kiếp,Phim lẻ,39000,9.2,T13,2023,75,Trung Quốc,"Lãng Mạng, Cổ Trang",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Zhao Xia,"Zhang Zhixi, Từ Hải Kiều",1
1190,The Karate Kid,Phim lẻ,2000,7.0,T13,2020,86,Trung Quốc,"Hành Động, Phim Hài, Võ hiệp, Thanh Xuân, Gia Đình",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Jie Fu Yin,Sang Wei Lin,-1
1191,Thanh Gươm Diệt Quỷ: Quyết Chiến Kỹ Viện Trấn,Phim lẻ,26000,9.8,T16,2023,129,Nhật Bản,"Hoạt Hình, Phiêu Lưu, Tình Bạn",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Haruo Sotozaki,"Natsuki Hanae, Akari Kitô",1
1192,Đại Mộng Tây Du: Ngũ Hành Sơn,Phim lẻ,20000,9.2,T13,2022,95,Trung Quốc,"Hành Động, Tình Tiết",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,joyxh,"Chen Xin Zhe, Mini, Chi Zhong Rui, Wayne Lai, Lee Li-Chun",1
1193,Sắc hoaj giới âm dương,Phim lẻ,2000,8.6,T16,2016,71,Trung Quốc,"Phim Hài, Viễn Tưởng, Kinh Dị, Chủ Đề Thực Tế",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Ou Fan,"Ren Tian Qi, Yan Yu",-1
1194,Người Hầu Của Thiếu Gia Mù,Phim lẻ,4900,8.5,T16,2016,104,Trung Quốc,"Lãng Mạng, Hôn Nhân",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zhu Hui Lin,"Phùng Chỉ Mặc, Lưu Dân Đình",-1
1195,Quỷ Thổi Đèn: Vu Hiệp Quan Sơn,Phim lẻ,28000,7.8,T16,2019,80,Trung Quốc,"Bí Ẩn, Hành Động, Viễn Tưởng, Kinh Dị, Phiêu Lưu, Tình Bạn",0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,"Lizhou Wei,David Wai","Zhao Zuo, Yu Xin Yan, Mi Te, Wang Xin Ru, Liang Guo Rong",-1
1196,Mạnh Bà Truyện: Duyên Khởi,Phim lẻ,8000,9.2,T16,2024,76,Trung Quốc,"Lãng Mạng, Hành Động, Viễn Tưởng, Cổ Trang",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Dai Yi Lin,"Hà Hoa, Phùng Lệ Quân, Shang Tie Long",-1
1197,Sa Hải Chúc Long,Phim lẻ,51000,8.7,T13,2020,90,Trung Quốc,"Hành Động, Viễn Tưởng, Phiêu Lưu, Tình Bạn",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Wei Yu Hai,"Bàng Ngỗ Mỗ, Mark.DU,Du Yi Heng, He Yi Rong, Chen Yiming, Lu Qi Wei",0
1198,Thám Tử Phố Tàu 2,Phim lẻ,77000,9.7,T13,2018,120,Trung Quốc,"Bí Ẩn, Tội Phạm, Hành Động, Phim Hài, Tình Bạn",0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Chen Si Cheng,"Wang Bao Qiang, Liu Hao Ran, Tiêu Ương, Natasha Liu Bordizzo, WangXun, Satoshi Tsumabuki, Thượng Ngữ Hiền, Michael Pitt, Ling Bai, Wah Yuen, Kenneth Tsang, Yang Jinci, Vila Fan, LiyaTong, Chen Si Cheng, Joe Wong",1
1199,Bão Lửa,Phim lẻ,17000,9.3,T13,2013,109,Trung Quốc,"Hồng Kông, Bí Ẩn, Tội Phạm, Hành Động, Hình Sự, Tình Tiết",0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Alan Yuen,"Andy Lau, Yao Chen",1
1200,藏草青青,Phim lẻ,3000,9.2,T13,2021,118,Trung Quốc,"Lãng Mạng, Tình Tiết, Thanh Xuân, Gia Đình",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Chen Huai Fu,"Fan Jia Qi, Wang Zhuo Cuo, Wang Hai Xiang, Li Sitong",-1
1201,Bản Cam Kết,Phim lẻ,3000,9.7,T16,2013,112,Hàn Quốc,"Tội Phạm, Hành Động, Tình Tiết, Gia Đình, Trả Thù",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Hong-soo Park,"Ye-ri Han, Kim You Jung, Jo Sung-ha, Choi Seunghyun",-1
1202,Thanh Xà: Tiền Duyên,Phim lẻ,77000,9.4,T13,2021,87,Trung Quốc,"Lãng Mạng, Hành Động, Khoa Học Viễn Tưởng, Võ hiệp, Cổ Trang",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Roger,"Gillian Chung, Lâm Hựu Uy, Prince Mak",1
1203,Phong Thần: Diệt Trụ,Phim lẻ,17000,8.8,T13,2023,92,Trung Quốc,"Hư Cấu, Lãng Mạng, Hành Động, Viễn Tưởng, Cổ Trang, Siêu Nhiên",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Anthomy Zhang,"Luo Li Qun, Royi, Mark.DU,Du Yi Heng, Shen Bao Ping, Shi Xuan Ru",0
1204,Hoàng Phi Hồng: Tây Vực Hùng Sư,Phim lẻ,16000,9.4,T13,1997,100,Trung Quốc,"Võ Thuật, Bí Ẩn, Tội Phạm, Hành Động, Phiêu Lưu, Xã Hội Đen",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,Hồng Kim Bảo,"Jet Li, Rosamund Kwan, Xiong Xin Xin, Jean Wang, Roger Yuan, PowerChanKwok-Pong, Richard Ng",1
1205,Tactical Unit: The Code,Phim lẻ,1000,8.4,T16,2008,90,Trung Quốc,"Hồng Kông, Tội Phạm, Hành Động, Hình Sự, Kinh Dị, Xã Hội Đen",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Wing-cheong Law,"Nhậm Đạt Hoa, Maggie Siu, Suet Lam, Kwok-Lun Lee, Teddy Lin, King-Kong Lam",-1
1206,Tây Trang Bạo Đồ,Phim lẻ,26000,9.4,T16,2024,100,Trung Quốc,"Tội Phạm, Hành Động, Tình Tiết, Xã Hội Đen, Trả Thù",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Cheng Si Yi,"Danny Chan Kwok Kwan, MIYA, Shi Yan Neng",1
1207,The Detective,Phim lẻ,1000,9.4,T16,2007,109,Trung Quốc,"Tình Tiết, Kinh Dị",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Pang Chun,Oxide Pang Chun","Aaron Kwok,Sing Sing (昵称) / Fu Shing Kwok (本名), Kai Chi Liu, Fui-On Shing",-1
1208,Đảo Hải Tặc: GOLD (2016),Phim lẻ,1700,9.8,T13,2016,120,Nhật Bản,"Hành Động, Viễn Tưởng, Phiêu Lưu, Tình Bạn",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Gong Yuan Hong Zhang,"TanakaMayumi, NakaiKazuya, OkamuraAkemi, YamaguchiKappei",-1
1209,Thám Tử Phố Tàu 3,Phim lẻ,2600,9.5,T13,2021,135,Trung Quốc,"Bí Ẩn, Tội Phạm, Hành Động, Phim Hài, Tình Tiết",0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,Chen Si Cheng,"Wang Bao Qiang, Liu Hao Ran, Satoshi Tsumabuki, Tony Jaa, Masami Nagasawa",-1
1210,Bão Lửa,Phim lẻ,8000,9.4,T13,2023,79,Trung Quốc,"Tội Phạm, Hành Động",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Shi Yan Neng,"Shi Yan Neng, Chen Ran, Peng Tianying, Vincent",-1
1211,Đột kích nghịch cảnh,Phim lẻ,20000,8.4,T13,2020,71,Trung Quốc,"Hành Động, Hình Sự",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Chen Lei Yue,"Xie Ming, Shu Yi Chen, Luo Rui Lin, Gong Ya Li",0
1212,Vô Gian Đạo 2,Phim lẻ,7000,9.3,T13,2003,119,other,"Tội Phạm, Hình Sự, Tình Tiết, Xã Hội Đen",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Wai Keung Lau, Alan Mak Siu Fai / Mak Siu Fai / Siu Fai Mak","Francis NG, Shawn Yue,Lok Lok, Eric Tsang, Edison Chen, Carina Lau, Kara Wai, Kai Chi Liu, Hoi Lin,Andrew Lin, Roy Cheung, Hồ Quân",-1
1213,Săn cáo,Phim lẻ,7000,8.6,T13,2018,71,Trung Quốc,"Hư Cấu, Phim Hài, Viễn Tưởng, Kinh Dị, Cổ Trang",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,Wang Guan Di,"Natas Asoka, Xi Ge, Pang Yong, Huang Jian",-1
1214,Thám Tử Phố Tàu 1,Phim lẻ,1400,9.6,T13,2015,135,Trung Quốc,"Bí Ẩn, Tội Phạm, Hành Động, Phim Hài, Hình Sự, Xã Hội Đen",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Chen Si Cheng,"Wang Bao Qiang, Liu Hao Ran, LiyaTong, MichaelChen, Tiêu Ương",-1
1215,Sworn Brothers,Phim lẻ,2000,9.5,T16,1987,93,Trung Quốc,"Hồng Kông, Tội Phạm, Hành Động, Hình Sự, Tình Tiết, Kinh Dị",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,David Lai,"Andy Lau, Zhang Guo Qiang, Yang Qun, Hung-mei Hsiao",-1
1216,Kỳ Ngộ Thiên Duyên,Phim lẻ,9000,8.8,T13,2023,88,Trung Quốc,"Lãng Mạng, Hành Động, Viễn Tưởng",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Kong Ling Fei,"shàngxuán, Yang Qing Zhu",-1
1217,HACHIKO: Chú Chó Bát Đồng,Phim lẻ,48000,9.9,T13,2023,125,Trung Quốc,Tình Tiết,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xu Ang,"Feng Xiao Gang, Joan Chen, Pax Congo",1
1218,Bão Trên Đỉnh Everest,Phim lẻ,12000,6.0,T13,2019,110,Trung Quốc,"Hành Động, Tình Bạn",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Fay Yu,"Trương Tịnh Sơ, Koji Yakusho, Bo-Hong Lin, Victor Webster, Noah Danby, Pu Bu Ci Ren, Babak Haleky, Graham Shiels",-1
1219,Hoa Mộc Lan: Giải Cứu Đại Mạc,Phim lẻ,2500,8.6,T13,2020,92,Trung Quốc,"Lãng Mạng, Hành Động, Võ hiệp, Cổ Trang",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,He Jia Nan,"Zhang Dong, Gu Shang Wei, Tu Yu Ming, Sun Jiaolong",-1
1220,Tân Nương Giấy,Phim lẻ,13000,9.1,T13,2023,91,Trung Quốc,"Bí Ẩn, Kinh Dị",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Chen Si Ming,"Chen Xin Zhe, Wang Zi Jia, Paul Che, Liu Ya Jin, Han Mengwu",0
1221,Tạ Lĩnh Bí Lục,Phim lẻ,56000,8.4,T16,2021,71,Trung Quốc,"Lãng Mạng, Kinh Dị, Phiêu Lưu",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Chen Ju Li,"Shengrong Li, Shi Xue Jing, Zhang Chun Zhong, Zhang Hengrui, Ning Xiao Hua",0
1222,Lộc Đỉnh Ký,Phim lẻ,20000,9.5,T16,1992,115,Trung Quốc,"Hồng Kông, Hành Động, Phim Hài",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"Siu-Tung Ching，Tony Ching, WangJing","Châu Tinh Trì, Ng Man Tat,Uncle Tat, Chingmy Yau, CHAN PAK CHEUNG,Chan,Natalis, Vivian Chen,Tak-yung Chan,De Rong Chen,Te-jung Chen",1
1223,Kì Quan Cổ Mộ,Phim lẻ,19000,8.3,T18,2019,78,Trung Quốc,"Võ Thuật, Bí Ẩn, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Shi Liang,"An Chen Xin, Luan Jun Wei, Chen Yu Ming, Cui Zhen Zhen, Chen Hao Wen",0
1224,Sự Thức Tỉnh Của Vũ Khí Thần Bút Cửu Long,Phim lẻ,37000,9.2,T13,2022,75,Trung Quốc,"Hư Cấu, Hành Động, Viễn Tưởng, Cổ Trang, Trả Thù, Siêu Nhiên",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Zeng Qing Jie,Qi Sheng Han,1
1225,Kiếm Khách,Phim lẻ,1800,9.4,T16,2020,96,Hàn Quốc,"Hành Động, Võ hiệp, Cổ Trang",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,CHOI Jae-hun,"Jang Hyuk, yun-su Kim,Hyeon-soo Kim, Cui Zhen Hao, Joe Taslim, 정만식",-1
1226,Ông Năng,Phim lẻ,45000,8.7,T16,2019,68,Trung Quốc,"Lãng Mạng, Hành Động, Tình Tiết",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Zhu Hui Lin,"Bohan Jin, DINO",0
1227,Tân Tẩy Oan Lục,Phim lẻ,40000,9.2,T13,2022,92,Trung Quốc,"Hồng Kông, Bí Ẩn, Phim Hài, Tình Tiết, Cổ Trang",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Fogo Ruan,"Bobby Au—Yeung, Shao Yun, Peter  lv",1
1228,Tân Họa Bì,Phim lẻ,55000,9.3,T13,2022,91,Trung Quốc,"Lãng Mạng, Tình Tiết, Viễn Tưởng, Cổ Trang",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Dai Yi Lin,"Lemon Zhang, Li Jia Ming, Li Jia Ming",1
1229,Nếu Như Sau Cơn Mưa,Phim lẻ,1100,9.3,T13,2021,117,Hàn Quốc,"Lãng Mạng, Tình Bạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Jin-mo Cho,"Ha-neul Kang, Qian Yu Xi, Kang So-Ra, Lim Ju-hwan",-1
1230,Trận Chiến Thế Giới Ngầm,Phim lẻ,10000,9.2,T16,2023,92,Trung Quốc,"Tội Phạm, Hành Động, Hình Sự, Xã Hội Đen",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Tao zhang,"Zhao Zhen Ting, Ding Hai Feng, Wang Zhi Peng, Fu Xiao Shuang, Wang Zhi Gang",-1
1231,Invisible Target,Phim lẻ,4000,9.7,T16,2007,129,Trung Quốc,"Hồng Kông, Tội Phạm, Hành Động, Tình Tiết, Võ hiệp, Chủ Đề Thực Tế",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Benny chen,"Nicholas Tse, Jason Wu, Jaycee Chan, Shawn Yue,Lok Lok, Lisa Lu, Andy On, Candy Liu, Elanne kwong, Sam Lee, Dominic Lam, Mark Cheng",-1
1232,Hoắc Gia Quyền: Tinh Võ Anh Hùng,Phim lẻ,61000,9.2,T13,2019,86,Trung Quốc,"Lãng Mạng, Hành Động, Võ hiệp",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dai Wei Dao Yan,"Wang Wen Jie, Yolanda, Wu Heng",1
